Date,Dealer,Region,Vehicle_Model,Fuel_Type,Category,Units_Sold,Unit_Price,Customer_Satisfaction_Score,Revenue,Year,Image_URL
2024-08-08,MG Motors India,West,Astor,Petrol,SUV,33,2464257,5.9,81320481,2024,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2021-10-15,Renault Drive India,North,Kiger,Diesel,SUV,30,1360749,9.8,40822470,2021,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2022-09-12,MG Motors India,North,Hector,Diesel,SUV,32,1752612,8.9,56083584,2022,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2024-08-15,Toyota Trust India,South,Hyryder,Petrol,SUV,8,1785695,6.3,14285560,2024,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2025-10-18,Kia Motors Arena,East,Seltos,Petrol,SUV,32,1876284,9.8,60041088,2025,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2020-06-01,Nissan Auto World,Central,Terrano,Petrol,SUV,26,2718784,8.8,70688384,2020,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2023-04-26,Mahindra First Choice,North,Scorpio,Petrol,SUV,30,2782571,8.2,83477130,2023,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2020-01-03,Nexa Maruti Suzuki,East,Swift,Electric,Hatchback,4,503544,7.3,2014176,2020,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/HATCHBACK%203D.jpg
2022-03-23,MG Motors India,Central,Astor,Petrol,SUV,28,1517539,7.1,42491092,2022,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2021-05-05,BYD Electric India,Central,e6,Petrol,Electric,23,2015636,5.4,46359628,2021,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/EV%203D.jpg
2025-07-15,Mahindra First Choice,North,KUV100,Diesel,Hatchback,3,577189,5.6,1731567,2025,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/HATCHBACK%203D.jpg
2022-10-30,Jeep Drive Hub,West,Meridian,Petrol,SUV,37,1503519,6.6,55630203,2022,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2023-02-28,Renault Drive India,East,Duster,Diesel,SUV,30,1553449,7.2,46603470,2023,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2023-03-25,Mahindra First Choice,Central,XUV700,Petrol,SUV,29,2605162,5.8,75549698,2023,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2021-04-07,Toyota Trust India,West,Yaris,Petrol,Sedan,6,1466982,7.2,8801892,2021,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SEDAN%203D.jpg
2020-04-04,Mahindra First Choice,West,KUV100,Diesel,Hatchback,5,518525,8.0,2592625,2020,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/HATCHBACK%203D.jpg
2020-10-22,BYD Electric India,Central,Atto 3,Petrol,Electric,7,2656651,8.3,18596557,2020,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/EV%203D.jpg
2023-11-07,Mahindra First Choice,East,XUV700,Petrol,SUV,26,2425338,9.6,63058788,2023,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2024-07-09,Toyota Trust India,South,Yaris,Petrol,Sedan,22,1637798,10.0,36031556,2024,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SEDAN%203D.jpg
2025-10-27,Nexa Maruti Suzuki,South,Ciaz,Petrol,Sedan,42,1137875,7.7,47790750,2025,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SEDAN%203D.jpg
2023-02-28,Ford India Motors,Central,Ecosport,Petrol,SUV,6,1312798,8.2,7876788,2023,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2021-08-18,Ford India Motors,East,Endeavour,Diesel,SUV,28,1432360,6.2,40106080,2021,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2025-05-18,Nissan Auto World,East,Magnite,Diesel,SUV,49,2793486,9.2,136880814,2025,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2025-02-11,Ford India Motors,West,Ecosport,Petrol,SUV,43,2365138,5.6,101700934,2025,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2023-03-16,BYD Electric India,South,Atto 3,Petrol,Electric,33,2504698,9.5,82655034,2023,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/EV%203D.jpg
2024-12-03,Ford India Motors,East,Ecosport,Diesel,SUV,47,2491368,9.2,117094296,2024,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2021-02-24,Mahindra First Choice,South,KUV100,Diesel,Hatchback,11,591900,6.5,6510900,2021,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/HATCHBACK%203D.jpg
2024-05-05,Skoda Auto Hub,East,Slavia,Petrol,Sedan,25,1015613,6.0,25390325,2024,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SEDAN%203D.jpg
2021-02-16,Skoda Auto Hub,West,Octavia,Electric,Sedan,29,1752805,8.6,50831345,2021,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SEDAN%203D.jpg
2022-07-09,Kia Motors Arena,South,Sonet,Petrol,SUV,18,1911147,7.5,34400646,2022,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2023-02-26,Ford India Motors,West,Ecosport,Diesel,SUV,44,2625022,9.9,115500968,2023,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2022-03-26,Ford India Motors,Central,Endeavour,Diesel,SUV,7,1355893,7.0,9491251,2022,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2021-10-20,Mahindra First Choice,North,KUV100,Diesel,Hatchback,14,571181,5.3,7996534,2021,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/HATCHBACK%203D.jpg
2025-10-17,Nexa Maruti Suzuki,East,Dzire,Petrol,Sedan,42,1243950,8.1,52245900,2025,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SEDAN%203D.jpg
2020-12-05,Nissan Auto World,East,Terrano,Diesel,SUV,31,2126794,5.2,65930614,2020,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2025-04-03,Hyundai Motor Plaza,South,Creta,Diesel,SUV,27,2122354,6.3,57303558,2025,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2022-06-05,Ford India Motors,North,Ecosport,Diesel,SUV,41,1339736,5.5,54929176,2022,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2021-08-20,Honda Car Hub,East,Jazz,Petrol,Hatchback,43,811008,8.5,34873344,2021,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/HATCHBACK%203D.jpg
2022-06-16,Renault Drive India,South,Kiger,Petrol,SUV,28,1239128,6.8,34695584,2022,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2025-03-26,Honda Car Hub,Central,Jazz,Diesel,Hatchback,41,887205,7.6,36375405,2025,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/HATCHBACK%203D.jpg
2021-05-29,Kia Motors Arena,West,Sonet,Electric,SUV,45,1621555,7.4,72969975,2021,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2024-02-07,Hyundai Motor Plaza,West,Venue,Petrol,SUV,15,1366317,9.4,20494755,2024,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2025-09-03,Volkswagen Prime,North,Virtus,Electric,Sedan,36,1235951,6.7,44494236,2025,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SEDAN%203D.jpg
2022-07-20,Honda Car Hub,South,City,Petrol,Sedan,28,1064204,7.5,29797712,2022,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SEDAN%203D.jpg
2024-02-06,Mahindra First Choice,North,KUV100,Diesel,Hatchback,15,542886,7.7,8143290,2024,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/HATCHBACK%203D.jpg
2023-02-03,BYD Electric India,West,e6,Diesel,Electric,9,3371428,6.4,30342852,2023,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/EV%203D.jpg
2022-02-19,Nissan Auto World,Central,Terrano,Petrol,SUV,26,2223152,5.7,57801952,2022,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2021-01-11,Ford India Motors,Central,Endeavour,Diesel,SUV,27,2667039,9.4,72010053,2021,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2025-04-20,Honda Car Hub,Central,Jazz,Petrol,Hatchback,44,620411,9.9,27298084,2025,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/HATCHBACK%203D.jpg
2020-08-08,Renault Drive India,West,Duster,Diesel,SUV,39,2908178,5.7,113418942,2020,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2023-05-09,Skoda Auto Hub,West,Kushaq,Electric,SUV,17,2028265,6.0,34480505,2023,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2020-10-08,Honda Car Hub,West,Amaze,Petrol,Sedan,21,1467617,7.2,30819957,2020,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SEDAN%203D.jpg
2022-09-26,Mahindra First Choice,East,KUV100,Diesel,Hatchback,28,527599,8.8,14772772,2022,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/HATCHBACK%203D.jpg
2021-08-18,Jeep Drive Hub,East,Compass,Petrol,SUV,16,1837051,7.5,29392816,2021,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2024-11-25,MG Motors India,South,Hector,Petrol,SUV,31,1647549,8.8,51074019,2024,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2020-12-06,Honda Car Hub,West,Jazz,Diesel,Hatchback,2,710018,5.0,1420036,2020,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/HATCHBACK%203D.jpg
2025-08-21,Mahindra First Choice,West,KUV100,Electric,Hatchback,20,823492,8.6,16469840,2025,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/HATCHBACK%203D.jpg
2022-06-10,Nissan Auto World,East,Magnite,Petrol,SUV,18,1791603,5.2,32248854,2022,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2020-04-20,BYD Electric India,East,Atto 3,Diesel,Electric,41,2040850,8.6,83674850,2020,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/EV%203D.jpg
2021-03-26,Honda Car Hub,North,Jazz,Petrol,Hatchback,13,717442,9.6,9326746,2021,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/HATCHBACK%203D.jpg
2022-01-26,Skoda Auto Hub,North,Kodiaq,Diesel,SUV,6,2802536,5.4,16815216,2022,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2020-01-12,Honda Car Hub,West,Jazz,Petrol,Hatchback,22,626648,5.7,13786256,2020,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/HATCHBACK%203D.jpg
2023-02-04,MG Motors India,West,Gloster,Petrol,SUV,14,2417124,8.7,33839736,2023,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2023-09-02,Honda Car Hub,East,Jazz,Diesel,Hatchback,21,799672,8.3,16793112,2023,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/HATCHBACK%203D.jpg
2022-06-23,BYD Electric India,East,Atto 3,Diesel,Electric,10,2602166,8.6,26021660,2022,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/EV%203D.jpg
2024-07-27,MG Motors India,West,Hector,Diesel,SUV,9,2032290,8.3,18290610,2024,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2021-12-01,Ford India Motors,West,Ecosport,Petrol,SUV,30,1214373,6.6,36431190,2021,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2025-04-10,Mahindra First Choice,Central,KUV100,Petrol,Hatchback,2,855065,6.8,1710130,2025,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/HATCHBACK%203D.jpg
2021-03-30,Skoda Auto Hub,North,Slavia,Diesel,Sedan,10,992541,8.9,9925410,2021,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SEDAN%203D.jpg
2025-10-05,Honda Car Hub,West,Jazz,Petrol,Hatchback,25,537225,9.5,13430625,2025,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/HATCHBACK%203D.jpg
2020-11-01,Ford India Motors,West,Ecosport,Petrol,SUV,26,2022567,8.3,52586742,2020,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2025-01-17,Honda Car Hub,North,Amaze,Petrol,Sedan,11,1300123,6.4,14301353,2025,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SEDAN%203D.jpg
2020-11-15,Renault Drive India,South,Duster,Petrol,SUV,24,2264316,8.0,54343584,2020,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2023-10-27,Honda Car Hub,South,Amaze,Electric,Sedan,11,1311067,9.9,14421737,2023,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SEDAN%203D.jpg
2021-08-01,Volkswagen Prime,North,Polo,Petrol,Hatchback,11,827059,6.7,9097649,2021,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/HATCHBACK%203D.jpg
2024-05-03,Mahindra First Choice,East,Scorpio,Electric,SUV,24,2319057,7.2,55657368,2024,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2024-01-17,Nissan Auto World,Central,Magnite,Electric,SUV,9,2153024,5.6,19377216,2024,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2020-05-05,Kia Motors Arena,North,Seltos,Petrol,SUV,24,2239443,9.5,53746632,2020,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2025-10-06,Nexa Maruti Suzuki,North,Ciaz,Diesel,Sedan,21,1679831,7.4,35276451,2025,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SEDAN%203D.jpg
2023-06-20,Renault Drive India,North,Kiger,Petrol,SUV,10,2190273,7.4,21902730,2023,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2023-02-12,Toyota Trust India,West,Yaris,Petrol,Sedan,44,1581623,9.1,69591412,2023,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SEDAN%203D.jpg
2022-09-12,BYD Electric India,East,Atto 3,Petrol,Electric,33,2791179,6.3,92108907,2022,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/EV%203D.jpg
2020-04-20,Mahindra First Choice,North,KUV100,Petrol,Hatchback,6,799744,7.4,4798464,2020,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/HATCHBACK%203D.jpg
2025-05-23,MG Motors India,Central,Gloster,Diesel,SUV,1,1511613,5.5,1511613,2025,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2024-04-04,Tata Motors Autoworld,West,Nexon,Petrol,SUV,27,1287714,8.6,34768278,2024,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2022-03-20,BYD Electric India,West,Atto 3,Diesel,Electric,45,2352272,5.3,105852240,2022,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/EV%203D.jpg
2023-05-29,Hyundai Motor Plaza,North,Venue,Petrol,SUV,32,2716963,8.7,86942816,2023,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2025-12-11,BYD Electric India,North,e6,Petrol,Electric,1,2675929,7.0,2675929,2025,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/EV%203D.jpg
2022-10-14,Ford India Motors,South,Ecosport,Petrol,SUV,22,1652216,6.6,36348752,2022,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2024-10-03,Hyundai Motor Plaza,North,Venue,Petrol,SUV,35,1974978,8.6,69124230,2024,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2020-05-05,Kia Motors Arena,East,Sonet,Electric,SUV,18,2279357,7.7,41028426,2020,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2022-11-15,Volkswagen Prime,East,Polo,Electric,Hatchback,24,597820,5.1,14347680,2022,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/HATCHBACK%203D.jpg
2020-04-17,Jeep Drive Hub,West,Compass,Petrol,SUV,24,2884457,5.1,69226968,2020,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2023-12-12,Honda Car Hub,East,Jazz,Electric,Hatchback,33,755708,7.1,24938364,2023,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/HATCHBACK%203D.jpg
2025-08-23,Volkswagen Prime,Central,Virtus,Petrol,Sedan,12,1795214,7.4,21542568,2025,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SEDAN%203D.jpg
2025-12-26,Renault Drive India,Central,Duster,Electric,SUV,31,1693010,8.8,52483310,2025,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2021-10-29,Nissan Auto World,West,Terrano,Petrol,SUV,9,1753866,7.5,15784794,2021,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2020-03-25,Tata Motors Autoworld,South,Harrier,Diesel,SUV,3,1615775,7.4,4847325,2020,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2021-12-30,Ford India Motors,East,Endeavour,Diesel,SUV,1,2862681,8.3,2862681,2021,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2020-05-18,Volkswagen Prime,West,Virtus,Diesel,Sedan,26,1735067,9.5,45111742,2020,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SEDAN%203D.jpg
2025-08-19,Skoda Auto Hub,North,Kushaq,Diesel,SUV,19,1234656,6.1,23458464,2025,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2024-12-15,Honda Car Hub,Central,Jazz,Petrol,Hatchback,2,555367,5.0,1110734,2024,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/HATCHBACK%203D.jpg
2021-04-04,Volkswagen Prime,Central,Polo,Petrol,Hatchback,19,618496,6.7,11751424,2021,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/HATCHBACK%203D.jpg
2022-01-18,Renault Drive India,West,Duster,Diesel,SUV,10,2355238,9.6,23552380,2022,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2025-01-27,MG Motors India,South,Astor,Petrol,SUV,46,1899363,6.1,87370698,2025,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2021-02-04,BYD Electric India,West,Atto 3,Diesel,Electric,40,3455519,7.4,138220760,2021,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/EV%203D.jpg
2024-07-02,Mahindra First Choice,South,KUV100,Diesel,Hatchback,1,506407,6.5,506407,2024,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/HATCHBACK%203D.jpg
2020-12-13,Nexa Maruti Suzuki,West,WagonR,Petrol,Hatchback,35,847612,7.9,29666420,2020,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/HATCHBACK%203D.jpg
2021-06-05,Volkswagen Prime,West,Polo,Diesel,Hatchback,38,545874,5.1,20743212,2021,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/HATCHBACK%203D.jpg
2023-07-28,Jeep Drive Hub,East,Compass,Petrol,SUV,42,2394567,7.9,100571814,2023,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2024-07-30,Skoda Auto Hub,Central,Slavia,Diesel,Sedan,35,1566635,8.7,54832225,2024,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SEDAN%203D.jpg
